Category,Product Name,Brand,Price (KSh),Original Price (KSh),Discount %,High Discount Flag,Rating,Review Count,Product URL,Scraped Date,Storage (GB),RAM (GB),Battery (mAh),Camera (MP),Rating Category,Price Category,Value Score
laptops,"Lenovo Renewed Laptops 8GB RAM 256GB SSD ThinkPad Yoga 11e X360 Touchscreen Laptop Webcam Bluetooth, HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic software , Free Bag + Free 320GB HDD + Phone.","Lenovo Renewed Laptops 8GB RAM 256GB SSD ThinkPad Yoga 11e X360 Touchscreen Laptop Webcam Bluetooth, HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic software , Free Bag + Free  320GB HDD + Phone.",21999,26000,15.4,FALSE,0,0,https://www.jumia.co.ke/lenovo-renewed-laptops-8gb-ram-256gb-ssd-thinkpad-yoga-11e-x360-touchscreen-laptop-webcam-bluetooth-hdmi-wifi-with-windows-11-pro-activated-office-2021-pro-basic-software-free-bag-free-320gb-hdd-phone.-328016573.html,07/26/26 13:48,8,8,,,No Rating,Mid-Range (15k-30k),0.046
laptops,"Lenovo hinkPad T480s – 14"" FHD, Intel Core i5 (8th Gen), 8GB RAM, 256GB SSD, Windows 11 Pro, Refurbished – Black + 6 Months Warranty","Lenovo hinkPad T480s – 14"" FHD, Intel Core i5 (8th Gen), 8GB RAM, 256GB SSD, Windows 11 Pro, Refurbished – Black + 6 Months Warranty",24300,32000,24.1,FALSE,0,0,https://www.jumia.co.ke/lenovo-hinkpad-t480s-14-fhd-intel-core-i5-8th-gen-8gb-ram-256gb-ssd-windows-11-pro-refurbished-black-6-months-warranty-328295800.html,07/26/26 13:48,8,8,,,No Rating,Mid-Range (15k-30k),0.072
laptops,"8GB RAM 256GB SSD ThinkPad Yoga 11e Refurbished Laptop X360 Touchscreen Webcam Bluetooth, HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic software Installed, Free Bag + Free wireless mouse + Charger + Mouse Pad + Free Extension.","8GB RAM 256GB SSD ThinkPad Yoga 11e Refurbished Laptop X360 Touchscreen Webcam Bluetooth, HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic software Installed, Free Bag + Free wireless mouse + Charger + Mouse Pad + Free Extension.",19999,30000,33.3,FALSE,3,0,https://www.jumia.co.ke/8gb-ram-256gb-ssd-thinkpad-yoga-11e-refurbished-laptop-x360-touchscreen-webcam-bluetooth-hdmi-wifi-with-windows-11-pro-activated-office-2021-pro-basic-software-installed-free-bag-free-wireless-mouse-charger-mouse-pad-free-extension.-lenovo-mpg9527456.html,07/26/26 13:48,8,8,,,Average,Mid-Range (15k-30k),0.4
laptops,"HP Elitebook Renewed 8GB RAM, 256GB SSD 14'' Inches Screen Display, Intel Core i5 Laptop & Bluetooth,Webcam, Windows 11 PRO Activated, Office & Basic software Installed + Free Bag + Charger + Free wireless Mouse +Free Mouse Pad+ Free Extension","HP  Elitebook Renewed 8GB RAM, 256GB SSD 14'' Inches Screen Display, Intel Core i5 Laptop & Bluetooth,Webcam, Windows 11 PRO Activated, Office & Basic software Installed + Free Bag + Charger + Free wireless Mouse +Free Mouse Pad+ Free Extension",21999,25000,12,FALSE,0,0,https://www.jumia.co.ke/elitebook-refurbished-4gb-ram-500gb-hard-disk-14-inches-screen-display-intel-core-i5-laptop-bluetoothwebcam-windows-11-pro-activated-office-basic-software-installed-free-bag-charger-free-wireless-mouse-free-mouse-pad-free-extension-hp-mpg10046681.html,07/26/26 13:48,8,8,,,No Rating,Mid-Range (15k-30k),0.036
laptops,"Lenovo ThinkPad X250 Refurbished Core I5,8GB RAM, 256GB SSD,12.5 Inch Windows 10, 6 Months WRTY","Lenovo ThinkPad X250 Refurbished Core I5,8GB RAM, 256GB SSD,12.5 Inch Windows 10, 6 Months WRTY",16500,26999,38.9,FALSE,0,0,https://www.jumia.co.ke/thinkpad-x250-refurbished-core-i58gb-ram-256gb-ssd12.5-inch-windows-10-6-months-wrty-lenovo-mpg10079660.html,07/26/26 13:48,8,8,,,No Rating,Mid-Range (15k-30k),0.117
laptops,"ThinkPad T14s -11th Gen-Core i5 -16GB RAM -512GB SSD -Refurbished -Black-Win 11 Pro-14""","ThinkPad T14s -11th Gen-Core i5 -16GB RAM -512GB SSD -Refurbished -Black-Win 11 Pro-14""",43999,45000,2.2,FALSE,5,0,https://www.jumia.co.ke/renewed-thinkpad-t14s-11th-gen-core-i5-16gb-ram-512gb-ssd-refurbished-black-win-11-pro-14-327275251.html,07/26/26 13:48,16,16,,,Excellent,Premium (30k-50k),0.507
laptops,"Refurbished ThinkPad Yoga 260 X360 Core I5 6th Gen 8GB RAM 256GB SSD 12.5"" Touchscreen HD + Stylus Pen","Refurbished ThinkPad Yoga 260 X360 Core I5 6th Gen 8GB RAM 256GB SSD 12.5"" Touchscreen HD + Stylus Pen",22899,27000,15.2,FALSE,0,0,https://www.jumia.co.ke/renewed-refurbished-thinkpad-yoga-260-x360-core-i5-6th-gen-8gb-ram-256gb-ssd-12.5-touchscreen-hd-stylus-pen-325494931.html,07/26/26 13:48,8,8,,,No Rating,Mid-Range (15k-30k),0.046
laptops,"ThinkPad T450/T440/S, Core i5 SSD 256GB RAM 8gb 14 inches Refurbished - Black","ThinkPad T450/T440/S, Core i5 SSD 256GB RAM 8gb 14 inches Refurbished - Black",18999,21999,13.6,FALSE,3,0,https://www.jumia.co.ke/renewed-thinkpad-t450t440s-core-i5-ssd-256gb-ram-8gb-14-inches-refurbished-black-326645140.html,07/26/26 13:48,256,256,,,Average,Mid-Range (15k-30k),0.341
laptops,"Refurbished MacBook Pro 13"" Core I5 8GB RAM, 1TB HDD ( 2012) 2.5GHz- Silver, 6 Months WRTY","Refurbished MacBook Pro 13"" Core I5 8GB RAM, 1TB HDD ( 2012)  2.5GHz- Silver, 6 Months WRTY",24000,36000,33.3,FALSE,0,0,https://www.jumia.co.ke/refurbished-macbook-pro-13-core-i5-8gb-ram-1tb-hdd-2012-2.5ghz-silver-6-months-wrty-apple-mpg7799791.html,07/26/26 13:48,8,8,,,No Rating,Mid-Range (15k-30k),0.1
laptops,"X1 Carbon Refurbished Core I7-8th Gen, 16GB Ram -512GB SSD Win 11 + 6 Months WRTY","X1 Carbon Refurbished Core I7-8th Gen, 16GB Ram -512GB SSD Win 11 + 6 Months WRTY",39990,55000,27.3,FALSE,0,0,https://www.jumia.co.ke/renewed-x1-carbon-refurbished-core-i7-8th-gen-16gb-ram-512gb-ssd-win-11-6-months-wrty-325840940.html,07/26/26 13:48,16,16,,,No Rating,Premium (30k-50k),0.082
laptops,Refurbished THINKPAD T480 Intel Core i5-8th Gen 16GB RAM 256GB SSD Windows 11 pro Installed + Free wireless mouse,Refurbished THINKPAD T480 Intel Core i5-8th Gen 16GB RAM 256GB SSD Windows 11 pro Installed + Free wireless mouse,28999,38000,23.7,FALSE,3.9,0,https://www.jumia.co.ke/renewed-refurbished-thinkpad-t480-intel-core-i5-8th-gen-16gb-ram-256gb-ssd-windows-11-pro-installed-free-wireless-mouse-251775598.html,07/26/26 13:48,16,16,,,Good,Mid-Range (15k-30k),0.461
laptops,"HP Refurbished Probook 640 G1 8GB RAM 500GB HDD Core I5 14"", Windows 11 PRO Activated, Office & Basic software Installed, Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension.","HP Refurbished  Probook 640 G1  8GB RAM 500GB HDD Core I5  14"", Windows 11 PRO Activated, Office & Basic software  Installed, Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension.",19999,25000,20,FALSE,4.3,0,https://www.jumia.co.ke/hp-refurbished-probook-640-g1-8gb-ram-500gb-hdd-core-i5-14-windows-11-pro-activated-office-basic-software-installed-free-bag-charger-wireless-mouse-mouse-pad-free-extension.-161827111.html,07/26/26 13:48,8,8,,,Good,Mid-Range (15k-30k),0.49
laptops,HP Refurbrished Elitebook 840 G1 has a 14.0-inch display. An Intel Core i5 4th gen 4GB DDR3 RAM 500gb hdd.windows 10 pro installed and activated,HP Refurbrished Elitebook 840 G1 has a 14.0-inch display. An Intel Core i5 4th gen 4GB DDR3 RAM 500gb hdd.windows 10 pro installed and activated,16399,21000,21.9,FALSE,0,0,https://www.jumia.co.ke/hp-refurbrished-elitebook-840-g1-has-a-14.0-inch-display.-an-intel-core-i5-4th-gen-4gb-ddr3-ram-500gb-hdd.windows-10-pro-installed-and-activated-312751992.html,07/26/26 13:48,4,,,,No Rating,Mid-Range (15k-30k),0.066
laptops,"Lenovo Refurbished ThinkPad Yoga 11e X360 degrees Touch Screen Renewed Laptops Intel Celeron 4GB 128GB SSD 11.6"" Drivers, basic Software windows 11 pro + Charger + Free Wireless Rechagable Mouse..","Lenovo Refurbished ThinkPad Yoga 11e X360 degrees Touch Screen Renewed Laptops Intel Celeron 4GB 128GB SSD 11.6"" Drivers, basic Software windows 11 pro + Charger + Free Wireless Rechagable Mouse..",13899,19000,26.8,FALSE,0,0,https://www.jumia.co.ke/lenovo-refurbished-thinkpad-yoga-11e-x360-degrees-touch-screen-renewed-laptops-intel-celeron-4gb-128gb-ssd-11.6-drivers-basic-software-windows-11-pro-charger-free-wireless-rechagable-mouse..-327379704.html,07/26/26 13:48,4,,,,No Rating,Entry (5k-15k),0.08
laptops,"HP Brand new Notebook 15s Intel Celeron N4120 4GB DDR4-2666 SDRAM 256GB PCIe NVMe M.2 SSD 15.6"" Diagonal HD SVA Display Intel UHD Graphics TrueVision HD Camera Dual Speakers 1 Year warrant","HP Brand new Notebook 15s Intel Celeron N4120 4GB DDR4-2666 SDRAM 256GB PCIe NVMe M.2 SSD 15.6"" Diagonal HD SVA Display Intel UHD Graphics TrueVision HD Camera Dual Speakers 1 Year warrant",44999,51999,13.5,FALSE,0,0,https://www.jumia.co.ke/hp-brand-new-notebook-15s-intel-celeron-n4120-4gb-ddr4-2666-sdram-256gb-pcie-nvme-m.2-ssd-15.6-diagonal-hd-sva-display-intel-uhd-graphics-truevision-hd-camera-dual-speakers-1-year-warrant-326350215.html,07/26/26 13:48,4,,,,No Rating,Premium (30k-50k),0.04
laptops,Refurbished Latitude 7280 Core I5 8GB RAM 256GB SSD 6th Gen 12.5 Inch Ultrabook Slim Laptop + Laptop Bag,Refurbished Latitude 7280 Core I5 8GB RAM 256GB SSD 6th Gen 12.5 Inch Ultrabook Slim Laptop + Laptop Bag,18999,30000,36.7,FALSE,3,0,https://www.jumia.co.ke/renewed-refurbished-latitude-7280-core-i5-8gb-ram-256gb-ssd-6th-gen-12.5-inch-ultrabook-slim-laptop-laptop-bag-325562264.html,07/26/26 13:48,8,8,,,Average,Mid-Range (15k-30k),0.41
laptops,"Renewed Elitebook 840 G1 8GB RAM 500GB HDD Laptops, Slim Laptop , 14'' Screen Display Intel Core i5 Laptop, Bluetooth,Webcam, Windows 11 PRO Activated, Office & Basic software Installed + Free Mouse + Charger.","Renewed Elitebook 840 G1  8GB RAM 500GB HDD Laptops, Slim Laptop , 14'' Screen Display Intel Core i5 Laptop, Bluetooth,Webcam, Windows 11 PRO Activated, Office & Basic software Installed + Free Mouse + Charger.",18999,25000,24,FALSE,0,0,https://www.jumia.co.ke/renewed-renewed-elitebook-840-g1-8gb-ram-500gb-hdd-laptops-slim-laptop-14-screen-display-intel-core-i5-laptop-bluetoothwebcam-windows-11-pro-activated-office-basic-software-installed-free-mouse-charger.-327393294.html,07/26/26 13:48,8,8,,,No Rating,Mid-Range (15k-30k),0.072
laptops,"ProBook X360 11 G6 – Core I5 10th Gen, 8GB RAM, 256GB SSD, 11.6” Touchscreen, Windows 10 , Refurbished 6months Warranty","ProBook X360 11 G6 – Core I5 10th Gen, 8GB RAM, 256GB SSD, 11.6” Touchscreen, Windows 10 , Refurbished 6months Warranty",24999,30000,16.7,FALSE,0,0,https://www.jumia.co.ke/renewed-hp-probook-x360-11-g6-intel-core-i5-8gb-ram-256gb-ssd-11.6-touchscreen-windows-11-renewed-mpg10400431.html,07/26/26 13:48,8,8,,,No Rating,Mid-Range (15k-30k),0.05
laptops,"HP Probook X360 11 G4 EE Intel Core I5 8GB RAM 256GB SSD 8th Generation 11.6 Inches Touchscreen, HDMI, 2 In 1 Laptop","HP Probook X360 11 G4 EE Intel Core I5 8GB RAM 256GB SSD 8th Generation 11.6 Inches Touchscreen, HDMI, 2 In 1 Laptop",20991,24000,12.5,FALSE,0,0,https://www.jumia.co.ke/hp-probook-x360-11-g4-ee-intel-core-i5-8gb-ram-256gb-ssd-8th-generation-11.6-inches-touchscreen-hdmi-2-in-1-laptop-327154508.html,07/26/26 13:48,8,8,,,No Rating,Mid-Range (15k-30k),0.038
laptops,ThinkPad X270 Intel Core I5-Refurbished-8GB RAM 256GB SSD Windows 10 Pro Laptop,ThinkPad X270 Intel Core I5-Refurbished-8GB RAM 256GB SSD Windows 10 Pro Laptop,17899,26899,33.5,FALSE,0,0,https://www.jumia.co.ke/thinkpad-x270-intel-core-i5-refurbished-8gb-ram-256gb-ssd-windows-10-pro-laptop-renewed-mpg10426546.html,07/26/26 13:48,8,8,,,No Rating,Mid-Range (15k-30k),0.1
laptops,"Refurbished Elitebook 840 G1 Slim Laptop 8GB RAM 500GB HDD Laptops, 14'' Screen Display Intel Core i5 Laptop, Bluetooth,Webcam, Windows 11 PRO Activated, Office & Basic software Installed + Free Mouse + Charger.","Refurbished  Elitebook 840 G1  Slim Laptop  8GB RAM 500GB HDD Laptops, 14'' Screen Display Intel Core i5 Laptop, Bluetooth,Webcam, Windows 11 PRO Activated, Office & Basic software Installed + Free Mouse + Charger.",17999,25000,28,FALSE,0,0,https://www.jumia.co.ke/renewed-refurbished-elitebook-840-g1-slim-laptop-8gb-ram-500gb-hdd-laptops-14-screen-display-intel-core-i5-laptop-bluetoothwebcam-windows-11-pro-activated-office-basic-software-installed-free-mouse-charger.-327393492.html,07/26/26 13:48,8,8,,,No Rating,Mid-Range (15k-30k),0.084
laptops,"Refurbished Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SSD 256gb + 500gb Hdd -14"" (6 Months WRTY)","Refurbished Elitebook 840  G3 6th Gen  ,  Core I5, 8GB RAM- SSD 256gb + 500gb Hdd -14""  (6 Months WRTY)",25999,46999,44.7,FALSE,3.4,0,https://www.jumia.co.ke/elitebook-840-g3-6th-gen-core-i5-8gb-ram-ssd-256gb-14-sliver-refurbished-hp-mpg1022540.html,07/26/26 13:48,8,8,,,Average,Mid-Range (15k-30k),0.474
laptops,"Lenovo Refurbshed Thinkpad T470S Core I5 8GB Ram 256GB SSD, 6th Generation 14 Inches","Lenovo Refurbshed Thinkpad T470S Core I5 8GB Ram 256GB SSD, 6th Generation 14 Inches",20999,31999,34.4,FALSE,5,0,https://www.jumia.co.ke/lenovo-refurbshed-thinkpad-t470s-core-i5-8gb-ram-256gb-ssd-6th-generation-14-inches-327107357.html,07/26/26 13:48,8,8,,,Excellent,Mid-Range (15k-30k),0.603
tablets,"Rednni 17promax Tablet - 10.1 - Android 13 - 16GB RAM - 1TGB Storage Case,","Rednni 17promax Tablet - 10.1 - Android 13 - 16GB RAM - 1TGB Storage Case,",10720,16750,36,FALSE,4.7,0,https://www.jumia.co.ke/rednni-17promax-tablet-10.1-android-13-16gb-ram-1tgb-storage-case-327948396.html,07/26/26 13:48,16,16,,,Excellent,Entry (5k-15k),0.578
tablets,"Rednni 15pro Tablet - 10.1 - Android 13 - 16GB RAM - 1TGB Storage Case,","Rednni 15pro Tablet - 10.1 - Android 13 - 16GB RAM - 1TGB Storage Case,",10050,16080,37.5,FALSE,4.3,0,https://www.jumia.co.ke/rednni-15pro-tablet-10.1-android-13-16gb-ram-1tgb-storage-case-327948353.html,07/26/26 13:48,16,16,,,Good,Entry (5k-15k),0.542
tablets,"Rednni 17promax Tablet - 10.1 - Android 13 - 16GB RAM - 1TGB Storage with Case,","Rednni 17promax Tablet - 10.1 - Android 13 - 16GB RAM - 1TGB Storage with Case,",10526,16750,37.2,FALSE,4.2,0,https://www.jumia.co.ke/rednni-17promax-tablet-10.1-android-13-16gb-ram-1tgb-storage-with-case-327948413.html,07/26/26 13:48,16,16,,,Good,Entry (5k-15k),0.532
tablets,"C Idea Adults Tablets, 10 Inches Android 12 Sim 8GB+512GB Storage Keyboard Tablets PC(Purple)","C Idea Adults Tablets, 10 Inches Android 12 Sim 8GB+512GB Storage Keyboard Tablets PC(Purple)",10125,16470,38.5,FALSE,3.9,0,https://www.jumia.co.ke/adults-tablets-10-inches-android-12-sim-8gb512gb-storage-keyboard-tablets-pcpurple-c-idea-mpg10264674.html,07/26/26 13:48,512,,,,Good,Entry (5k-15k),0.506
tablets,TiLECC 10.1 Inch Android Tablet PC 12 Dual Camera Sim 8GB RAM 512GB Bluetooth Fntastic Grey,TiLECC 10.1 Inch Android Tablet PC 12 Dual Camera Sim 8GB RAM 512GB Bluetooth Fntastic Grey,9862,16080,38.7,FALSE,4.2,0,https://www.jumia.co.ke/tilecc-10.1-inch-android-tablet-pc-12-dual-camera-sim-8gb-ram-512gb-bluetooth-fntastic-grey-326356963.html,07/26/26 13:48,8,8,,,Good,Entry (5k-15k),0.536
tablets,"Modio M92 5G Android Tablet, 11"" Inches Display, 16GB RAM + 1TB, Dual SIM, 10000mAh With Keyboard & Stylus Pen - black + Free Web Watch & Earpods","Modio M92 5G Android Tablet, 11"" Inches Display, 16GB RAM + 1TB, Dual SIM, 10000mAh With Keyboard & Stylus Pen  - black + Free Web Watch & Earpods",12299,25999,52.7,FALSE,3.6,0,https://www.jumia.co.ke/modio-m92-5g-android-tablet-11-inches-display-16gb-ram-1tb-dual-sim-10000mah-with-keyboard-stylus-pen-black-free-web-watch-earpods-326689266.html,07/26/26 13:48,16,16,10000,,Good,Entry (5k-15k),0.518
tablets,TiLECC Android 12 7 Inch Kid Tablet Dual Camera 4GB RAM 128GB 4000mAh White,TiLECC Android 12 7 Inch Kid Tablet Dual Camera 4GB RAM 128GB 4000mAh White,4998,13400,62.7,TRUE,5,0,https://www.jumia.co.ke/tilecc-android-12-7-inch-kid-tablet-dual-camera-4gb-ram-128gb-4000mah-white-326357190.html,07/26/26 13:48,4,4,4000,,Excellent,Budget (<5k),0.688
tablets,"Modio M92 5G Android Tablet, 11"" Inches Display, 16GB RAM + 1TB, Dual SIM, 10000mAh With Keyboard & Stylus Pen","Modio M92 5G Android Tablet, 11"" Inches Display, 16GB RAM + 1TB, Dual SIM, 10000mAh With Keyboard & Stylus Pen",11999,19999,40,FALSE,3.6,0,https://www.jumia.co.ke/modio-m92-5g-android-tablet-11-inches-display-16gb-ram-1tb-dual-sim-10000mah-with-keyboard-stylus-pen-326398977.html,07/26/26 13:48,16,16,10000,,Good,Entry (5k-15k),0.48
tablets,"redbeat A2 Tablet, Dual SIM, 10.1-inch , 8(4+4)GB RAM/128GB ROM, Android 14, 6000 MAh Battery,Gray","redbeat  A2 Tablet, Dual SIM, 10.1-inch , 8(4+4)GB RAM/128GB ROM, Android 14, 6000 MAh Battery,Gray",12596,24120,47.8,FALSE,4.4,0,https://www.jumia.co.ke/a2-tablet-dual-sim-10.1-inch-844gb-ram128gb-rom-android-14-6000-mah-batterygray-redbeat-mpg8920968.html,07/26/26 13:48,128,,6000,,Good,Entry (5k-15k),0.583
tablets,"Atouch Machine With Handle 10inch KT36 Android 12.0 8GB+256GB,6000mAh,Wi-Fi,GPS","Atouch Machine With Handle 10inch KT36 Android  12.0 8GB+256GB,6000mAh,Wi-Fi,GPS",7350,14412,49,FALSE,3,0,https://www.jumia.co.ke/atouch-machine-with-handle-10inch-kt36-android-12.0-8gb256gb6000mahwi-figps-266363765.html,07/26/26 13:48,256,,6000,,Average,Entry (5k-15k),0.447
tablets,10.5 Inch LCD Writing Tablet Electronic Digital Drawing Board Erasable Writing Pad,10.5 Inch LCD Writing Tablet Electronic Digital Drawing Board Erasable Writing Pad,399,1205,66.9,TRUE,4,0,https://www.jumia.co.ke/generic-10.5-inch-lcd-writing-tablet-electronic-digital-drawing-board-erasable-writing-pad-314561988.html,07/26/26 13:48,,,,,Good,Budget (<5k),0.601
tablets,"redbeat C1 Tablet,Dual SIM,8-inch ,6(3+3)GB/64GB, Android14,4000mAh Battery,Gray","redbeat C1 Tablet,Dual SIM,8-inch ,6(3+3)GB/64GB, Android14,4000mAh Battery,Gray",9380,22244,57.8,FALSE,3.4,0,https://www.jumia.co.ke/c1-tabletdual-sim8-inch-633gb-ram-64gb-rom-android14-4000mah-batterygray-redbeat-mpg8920967.html,07/26/26 13:48,64,,4000,,Average,Entry (5k-15k),0.513
tablets,"C Idea Adults Tablets, 10 Inches Android 12 Sim 8GB+512GB Storage Keyboard Tablets PC(Pink)","C Idea Adults Tablets, 10 Inches Android 12 Sim 8GB+512GB Storage Keyboard Tablets PC(Pink)",10125,16200,37.5,FALSE,3.8,0,https://www.jumia.co.ke/adults-tablets-10-inches-android-12-sim-8gb512gb-storage-keyboard-tablets-pcpink-c-idea-mpg10264673.html,07/26/26 13:48,512,,,,Good,Entry (5k-15k),0.492
tablets,Bro Toumi Children's anti fall tablet computer set with silicone protective cover+rich learning and entertainment accessories Blue,Bro Toumi Children's anti fall tablet computer set with silicone protective cover+rich learning and entertainment accessories Blue,4824,11792,59.1,FALSE,0,0,https://www.jumia.co.ke/bro-toumi-childrens-anti-fall-tablet-computer-set-with-silicone-protective-coverrich-learning-and-entertainment-accessories-blue-326408251.html,07/26/26 13:48,,,,,No Rating,Budget (<5k),0.177
tablets,"C Idea Android 16 Tablets, 10.1 Inches Sim 8GB+1TB Keyboard Mouse Long Standby Tablet PC","C Idea Android 16 Tablets, 10.1 Inches Sim 8GB+1TB Keyboard Mouse Long Standby Tablet PC",11131,18225,38.9,FALSE,4.1,0,https://www.jumia.co.ke/c-idea-android-16-tablets-10.1-inches-sim-8gb1tb-keyboard-mouse-long-standby-tablet-pc-325430236.html,07/26/26 13:48,8,,,,Good,Entry (5k-15k),0.527
tablets,"C Idea Android 16 Tablets,10.1 Inches Sim 8GB+1TB Keyboard Mouse Long Standby Tablet PC Black","C Idea Android 16 Tablets,10.1 Inches Sim 8GB+1TB Keyboard Mouse Long Standby Tablet PC Black",11475,18225,37,FALSE,3.5,0,https://www.jumia.co.ke/c-idea-android-16-tablets10.1-inches-sim-8gb1tb-keyboard-mouse-long-standby-tablet-pc-black-323164298.html,07/26/26 13:48,8,,,,Good,Entry (5k-15k),0.461
tablets,Bro Toumi Toumi PAD Sky Horse 8inch Tablet 4GB+64B Battery 8000Mah BR-PINK,Bro Toumi Toumi PAD Sky Horse 8inch Tablet 4GB+64B Battery 8000Mah BR-PINK,5494,11724,53.1,FALSE,0,0,https://www.jumia.co.ke/bro-toumi-toumi-pad-sky-horse-8inch-tablet-4gb64b-battery-8000mah-br-pink-230141991.html,07/26/26 13:48,4,,8000,,No Rating,Entry (5k-15k),0.159
tablets,C Idea 10.1 Inches Sim 8GB+1TB Keyboard Mouse Long Standby Tablet PC,C Idea 10.1 Inches Sim 8GB+1TB Keyboard Mouse Long Standby Tablet PC,10125,12825,21.1,FALSE,2.3,0,https://www.jumia.co.ke/android-15-tablets-10-inches-sim-8gb1tb-storage-keyboard-tablet-pc-c-idea-mpg9603273.html,07/26/26 13:48,8,,,,Poor,Entry (5k-15k),0.293
tablets,OVO TOUMI Children's anti fall tablet computer set with silicone protective cover+rich learning and entertainment accessoriesPink,OVO TOUMI Children's anti fall tablet computer set with silicone protective cover+rich learning and entertainment accessoriesPink,4824,11792,59.1,FALSE,4,0,https://www.jumia.co.ke/ovo-toumi-childrens-anti-fall-tablet-computer-set-with-silicone-protective-coverrich-learning-and-entertainment-accessoriespink-326408271.html,07/26/26 13:48,,,,,Good,Budget (<5k),0.577
tablets,S Color S-Color C50S 7-Inch HD Smart Tablet PC 256GB ROM 8GB RAM,S Color S-Color C50S 7-Inch HD Smart Tablet PC 256GB ROM 8GB RAM,6072,12000,49.4,FALSE,0,0,https://www.jumia.co.ke/s-color-s-color-c50s-7-inch-hd-smart-tablet-pc-256gb-rom-8gb-ram-328507708.html,07/26/26 13:48,256,8,,,No Rating,Entry (5k-15k),0.148
tablets,C Idea 10.1 Inch Kids Tablets Android 13 64GB ROM 6000mAh For Toddler Blue,C Idea 10.1 Inch Kids Tablets Android 13 64GB ROM 6000mAh For Toddler Blue,8438,13639,38.1,FALSE,0,0,https://www.jumia.co.ke/c-idea-10.1-inch-kids-tablets-android-13-64gb-rom-6000mah-for-toddler-blue-260758686.html,07/26/26 13:48,64,,6000,,No Rating,Entry (5k-15k),0.114
tablets,"C Idea Android 16 Tablets, 10.1 Inches Sim 8GB+1TB Keyboard Mouse Long Standby Tablet PC Silver","C Idea Android 16 Tablets, 10.1 Inches Sim 8GB+1TB Keyboard Mouse Long Standby Tablet PC Silver",11475,18225,37,FALSE,5,0,https://www.jumia.co.ke/c-idea-android-16-tablets-10.1-inches-sim-8gb1tb-keyboard-mouse-long-standby-tablet-pc-silver-325430221.html,07/26/26 13:48,8,,,,Excellent,Entry (5k-15k),0.611
tablets,Bro Toumi Toumi PAD Sky Horse-II 8inch Tablet 4GB+64B Battery 8000Mah BR-PINK,Bro Toumi Toumi PAD Sky Horse-II 8inch Tablet 4GB+64B Battery 8000Mah BR-PINK,5494,11724,53.1,FALSE,1,0,https://www.jumia.co.ke/bro-toumi-toumi-pad-sky-horse-ii-8inch-tablet-4gb64b-battery-8000mah-br-pink-293164566.html,07/26/26 13:48,4,,8000,,Poor,Entry (5k-15k),0.259
tablets,"OVO TOUMI Capibara children's learning tablet set, early education, educational WiFi student computer, toy gift Brown","OVO TOUMI Capibara children's learning tablet set, early education, educational WiFi student computer, toy gift Brown",4824,11792,59.1,FALSE,0,0,https://www.jumia.co.ke/ovo-toumi-capibara-childrens-learning-tablet-set-early-education-educational-wifi-student-computer-toy-gift-brown-326523706.html,07/26/26 13:48,,,,,No Rating,Budget (<5k),0.177
tablets,"Modio KIDS STUDY TABLETS 256GB/6GB 5G 4000MAH WITH SIMCARD SLOT SILICONE COVER,TOUCH PEN","Modio  KIDS STUDY TABLETS 256GB/6GB 5G 4000MAH WITH SIMCARD SLOT SILICONE COVER,TOUCH PEN",5986,6999,14.5,FALSE,0,0,https://www.jumia.co.ke/modio-kids-study-tablets-256gb6gb-5g-4000mah-with-simcard-slot-silicone-covertouch-pen-326618942.html,07/26/26 13:48,6,,4000,,No Rating,Entry (5k-15k),0.044
tablets,C Idea Kid Tablet 7 Inch For Kid 1024*600 Screen 3000mAh With 4-hour Battery Life Red,C Idea Kid Tablet 7 Inch For Kid 1024*600 Screen 3000mAh With 4-hour Battery Life Red,6075,13114,53.7,FALSE,4,0,https://www.jumia.co.ke/c-idea-kid-tablet-7-inch-for-kid-1024600-screen-3000mah-with-4-hour-battery-life-red-260750542.html,07/26/26 13:48,,,3000,,Good,Entry (5k-15k),0.561
tablets,S Color S-COLOR C40S 5G Tablet – 8GB RAM + 256GB ROM,S Color S-COLOR C40S 5G Tablet – 8GB RAM + 256GB ROM,6072,8000,24.1,FALSE,0,0,https://www.jumia.co.ke/s-color-s-color-c40s-5g-tablet-8gb-ram-256gb-rom-328507701.html,07/26/26 13:48,256,8,,,No Rating,Entry (5k-15k),0.072
tablets,"S Color S-COLOR GT100 Ultra 10.1"" Tablet – 16GB RAM + 512GB ROM, Android 13, 5G Dual SIM, 10000mAh Battery, Keyboard & Mouse Included","S Color S-COLOR GT100 Ultra 10.1"" Tablet – 16GB RAM + 512GB ROM, Android 13, 5G Dual SIM, 10000mAh Battery, Keyboard & Mouse Included",15000,,0,FALSE,5,0,https://www.jumia.co.ke/s-color-s-color-gt100-ultra-10.1-tablet-16gb-ram-512gb-rom-android-13-5g-dual-sim-10000mah-battery-keyboard-mouse-included-328507874.html,07/26/26 13:48,512,16,10000,,Excellent,Mid-Range (15k-30k),0.5
